seed,condition,task,a,b,attempt,proposed_class,verifier_pass
41195,validated_dream,ZORP,13,6,3,1,1
41195,validated_dream,ZORP,0,15,0,2,0
41195,validated_dream,ZORP,0,15,1,1,0
41195,validated_dream,ZORP,0,15,2,2,0
41195,validated_dream,ZORP,0,15,3,2,0
41195,validated_dream,ZORP,4,9,0,1,1
41195,validated_dream,ZORP,6,10,0,1,0
41195,validated_dream,ZORP,6,10,1,3,1
41195,validated_dream,ZORP,4,10,0,1,0
41195,validated_dream,ZORP,4,10,1,2,1
41195,validated_dream,ZORP,4,12,0,3,1
41195,validated_dream,ZORP,13,5,0,1,0
41195,validated_dream,ZORP,13,5,1,1,0
41195,validated_dream,ZORP,13,5,2,3,1
41195,validated_dream,ZORP,1,9,0,0,0
41195,validated_dream,ZORP,1,9,1,0,0
41195,validated_dream,ZORP,1,9,2,3,1
41195,validated_dream,ZORP,11,6,0,2,0
41195,validated_dream,ZORP,11,6,1,0,1
41195,validated_dream,ZORP,13,2,0,0,0
41195,validated_dream,ZORP,13,2,1,2,0
41195,validated_dream,ZORP,13,2,2,3,0
41195,validated_dream,ZORP,13,2,3,2,0
41195,validated_dream,ZORP,4,11,0,0,1
41195,validated_dream,ZORP,15,7,0,2,0
41195,validated_dream,ZORP,15,7,1,2,0
41195,validated_dream,ZORP,15,7,2,2,0
41195,validated_dream,ZORP,15,7,3,2,0
41195,validated_dream,ZORP,5,9,0,3,1
41195,validated_dream,ZORP,3,10,0,0,1
41195,validated_dream,ZORP,11,4,0,1,1
41195,validated_dream,ZORP,12,6,0,3,0
41195,validated_dream,ZORP,12,6,1,3,0
41195,validated_dream,ZORP,12,6,2,2,1
41195,validated_dream,ZORP,11,5,0,1,0
41195,validated_dream,ZORP,11,5,1,0,0
41195,validated_dream,ZORP,11,5,2,2,1
41195,validated_dream,ZORP,0,9,0,0,0
41195,validated_dream,ZORP,0,9,1,1,1
41195,validated_dream,ZORP,10,4,0,3,0
41195,validated_dream,ZORP,10,4,1,1,0
41195,validated_dream,ZORP,10,4,2,1,0
41195,validated_dream,ZORP,10,4,3,1,0
41195,validated_dream,ZORP,10,1,0,2,0
41195,validated_dream,ZORP,10,1,1,0,1
41195,validated_dream,ZORP,5,12,0,2,0
41195,validated_dream,ZORP,5,12,1,1,0
41195,validated_dream,ZORP,5,12,2,2,0
41195,validated_dream,ZORP,5,12,3,2,0
41195,validated_dream,ZORP,1,13,0,2,0
41195,validated_dream,ZORP,1,13,1,1,0
41195,validated_dream,ZORP,1,13,2,2,0
41195,validated_dream,ZORP,1,13,3,3,1
41195,validated_hard_anchor,ZORP,4,0,0,0,0
41195,validated_hard_anchor,ZORP,4,0,1,2,0
41195,validated_hard_anchor,ZORP,4,0,2,2,0
41195,validated_hard_anchor,ZORP,4,0,3,1,0
41195,validated_hard_anchor,ZORP,8,6,0,1,0
41195,validated_hard_anchor,ZORP,8,6,1,2,1
41195,validated_hard_anchor,ZORP,3,6,0,2,0
41195,validated_hard_anchor,ZORP,3,6,1,2,0
41195,validated_hard_anchor,ZORP,3,6,2,1,0
41195,validated_hard_anchor,ZORP,3,6,3,2,0
41195,validated_hard_anchor,ZORP,8,4,0,2,0
41195,validated_hard_anchor,ZORP,8,4,1,1,0
41195,validated_hard_anchor,ZORP,8,4,2,0,0
41195,validated_hard_anchor,ZORP,8,4,3,1,0
41195,validated_hard_anchor,ZORP,3,0,0,2,0
41195,validated_hard_anchor,ZORP,3,0,1,1,1
41195,validated_hard_anchor,ZORP,6,5,0,1,0
41195,validated_hard_anchor,ZORP,6,5,1,1,0
41195,validated_hard_anchor,ZORP,6,5,2,3,0
41195,validated_hard_anchor,ZORP,6,5,3,2,0
41195,validated_hard_anchor,ZORP,13,0,0,2,0
41195,validated_hard_anchor,ZORP,13,0,1,0,1
41195,validated_hard_anchor,ZORP,6,8,0,1,0
41195,validated_hard_anchor,ZORP,6,8,1,2,1
41195,validated_hard_anchor,ZORP,4,8,0,1,0
41195,validated_hard_anchor,ZORP,4,8,1,1,0
41195,validated_hard_anchor,ZORP,4,8,2,3,1
41195,validated_hard_anchor,ZORP,4,1,0,2,0
41195,validated_hard_anchor,ZORP,4,1,1,3,0
41195,validated_hard_anchor,ZORP,4,1,2,1,1
41195,validated_hard_anchor,ZORP,11,0,0,2,0
41195,validated_hard_anchor,ZORP,11,0,1,1,1
41195,validated_hard_anchor,ZORP,5,8,0,3,0
41195,validated_hard_anchor,ZORP,5,8,1,0,1
41195,validated_hard_anchor,ZORP,3,5,0,0,0
41195,validated_hard_anchor,ZORP,3,5,1,2,1
41195,validated_hard_anchor,ZORP,1,6,0,3,0
41195,validated_hard_anchor,ZORP,1,6,1,2,0
41195,validated_hard_anchor,ZORP,1,6,2,2,0
41195,validated_hard_anchor,ZORP,1,6,3,2,0
41195,validated_hard_anchor,ZORP,3,8,0,2,0
41195,validated_hard_anchor,ZORP,3,8,1,2,0
41195,validated_hard_anchor,ZORP,3,8,2,3,0
41195,validated_hard_anchor,ZORP,3,8,3,3,0
41195,validated_hard_anchor,ZORP,12,0,0,2,0
41195,validated_hard_anchor,ZORP,12,0,1,1,0
41195,validated_hard_anchor,ZORP,12,0,2,0,0
41195,validated_hard_anchor,ZORP,12,0,3,1,0
41195,validated_hard_anchor,ZORP,14,6,0,1,0
41195,validated_hard_anchor,ZORP,14,6,1,3,1
41195,validated_hard_anchor,ZORP,8,2,0,1,0
41195,validated_hard_anchor,ZORP,8,2,1,0,0
41195,validated_hard_anchor,ZORP,8,2,2,1,0
41195,validated_hard_anchor,ZORP,8,2,3,1,0
41195,validated_hard_anchor,ZORP,1,8,0,3,0
41195,validated_hard_anchor,ZORP,1,8,1,0,1
41195,validated_hard_anchor,ZORP,14,8,0,3,0
41195,validated_hard_anchor,ZORP,14,8,1,2,1
41195,validated_hard_anchor,ZORP,6,15,0,0,0
41195,validated_hard_anchor,ZORP,6,15,1,1,1
41195,validated_hard_anchor,ZORP,14,4,0,0,0
41195,validated_hard_anchor,ZORP,14,4,1,0,0
41195,validated_hard_anchor,ZORP,14,4,2,3,0
41195,validated_hard_anchor,ZORP,14,4,3,0,0
41195,validated_hard_anchor,ZORP,3,15,0,2,0
41195,validated_hard_anchor,ZORP,3,15,1,3,1
41195,validated_hard_anchor,ZORP,14,2,0,1,0
41195,validated_hard_anchor,ZORP,14,2,1,0,0
41195,validated_hard_anchor,ZORP,14,2,2,2,0
41195,validated_hard_anchor,ZORP,14,2,3,1,0
41195,validated_hard_anchor,ZORP,15,5,0,0,0
41195,validated_hard_anchor,ZORP,15,5,1,3,0
41195,validated_hard_anchor,ZORP,15,5,2,3,0
41195,validated_hard_anchor,ZORP,15,5,3,0,0
41195,validated_hard_anchor,ZORP,14,3,0,1,1
41195,validated_hard_anchor,ZORP,1,4,0,2,0
41195,validated_hard_anchor,ZORP,1,4,1,3,0
41195,validated_hard_anchor,ZORP,1,4,2,3,0
41195,validated_hard_anchor,ZORP,1,4,3,0,1
41195,validated_hard_anchor,ZORP,14,5,0,0,1
41195,validated_hard_anchor,ZORP,2,8,0,1,0
41195,validated_hard_anchor,ZORP,2,8,1,2,1
41195,validated_hard_anchor,ZORP,2,4,0,0,0
41195,validated_hard_anchor,ZORP,2,4,1,3,0
41195,validated_hard_anchor,ZORP,2,4,2,3,0
41195,validated_hard_anchor,ZORP,2,4,3,1,0
41195,validated_hard_anchor,ZORP,2,15,0,2,0
41195,validated_hard_anchor,ZORP,2,15,1,1,1
41195,validated_hard_anchor,ZORP,3,1,0,2,1
41195,validated_hard_anchor,ZORP,8,14,0,2,1
41195,validated_hard_anchor,ZORP,5,2,0,0,0
41195,validated_hard_anchor,ZORP,5,2,1,1,1
41195,validated_hard_anchor,ZORP,0,4,0,1,0
41195,validated_hard_anchor,ZORP,0,4,1,2,0
41195,validated_hard_anchor,ZORP,0,4,2,1,0
41195,validated_hard_anchor,ZORP,0,4,3,3,1
41195,validated_hard_anchor,ZORP,5,5,0,0,0
41195,validated_hard_anchor,ZORP,5,5,1,2,0
41195,validated_hard_anchor,ZORP,5,5,2,2,0
41195,validated_hard_anchor,ZORP,5,5,3,2,0
41195,validated_hard_anchor,ZORP,0,8,0,1,0
41195,validated_hard_anchor,ZORP,0,8,1,2,0
41195,validated_hard_anchor,ZORP,0,8,2,2,0
41195,validated_hard_anchor,ZORP,0,8,3,0,0
41195,validated_hard_anchor,ZORP,5,14,0,0,0
41195,validated_hard_anchor,ZORP,5,14,1,1,1
41195,validated_hard_anchor,ZORP,1,14,0,2,0
41195,validated_hard_anchor,ZORP,1,14,1,3,0
41195,validated_hard_anchor,ZORP,1,14,2,3,0
41195,validated_hard_anchor,ZORP,1,14,3,0,0
41195,validated_hard_anchor,ZORP,0,3,0,2,0
41195,validated_hard_anchor,ZORP,0,3,1,2,0
41195,validated_hard_anchor,ZORP,0,3,2,3,0
41195,validated_hard_anchor,ZORP,0,3,3,1,0
41195,validated_hard_anchor,ZORP,13,1,0,1,0
41195,validated_hard_anchor,ZORP,13,1,1,3,1
41195,validated_hard_anchor,ZORP,5,15,0,0,0
41195,validated_hard_anchor,ZORP,5,15,1,3,0
41195,validated_hard_anchor,ZORP,5,15,2,3,0
41195,validated_hard_anchor,ZORP,5,15,3,0,0
41195,validated_hard_anchor,ZORP,13,6,0,1,1
41195,validated_hard_anchor,ZORP,0,15,0,2,0
41195,validated_hard_anchor,ZORP,0,15,1,1,0
41195,validated_hard_anchor,ZORP,0,15,2,3,0
41195,validated_hard_anchor,ZORP,0,15,3,0,1
41195,validated_hard_anchor,ZORP,0,2,0,2,1
41195,validated_hard_anchor,ZORP,3,2,0,2,0
41195,validated_hard_anchor,ZORP,3,2,1,2,0
41195,validated_hard_anchor,ZORP,3,2,2,0,1
41195,validated_hard_anchor,ZORP,0,5,0,3,0
41195,validated_hard_anchor,ZORP,0,5,1,3,0
41195,validated_hard_anchor,ZORP,0,5,2,1,1
41195,validated_hard_anchor,ZORP,4,9,0,0,0
41195,validated_hard_anchor,ZORP,4,9,1,2,0
41195,validated_hard_anchor,ZORP,4,9,2,2,0
41195,validated_hard_anchor,ZORP,4,9,3,2,0
41292,validated_uniform,ZORP,13,2,0,2,0
41292,validated_uniform,ZORP,13,2,1,2,0
41292,validated_uniform,ZORP,13,2,2,2,0
41292,validated_uniform,ZORP,13,2,3,0,0
41292,validated_uniform,ZORP,7,10,0,1,1
41292,validated_uniform,ZORP,14,7,0,3,1
41292,validated_uniform,ZORP,13,13,0,3,0
41292,validated_uniform,ZORP,13,13,1,1,0
41292,validated_uniform,ZORP,13,13,2,1,0
41292,validated_uniform,ZORP,13,13,3,1,0
41292,validated_uniform,ZORP,7,6,0,1,1
41292,validated_uniform,ZORP,8,0,0,1,0
41292,validated_uniform,ZORP,8,0,1,1,0
41292,validated_uniform,ZORP,8,0,2,2,1
41292,validated_uniform,ZORP,0,12,0,0,0
41292,validated_uniform,ZORP,0,12,1,2,1
41292,validated_uniform,ZORP,6,2,0,1,0
41292,validated_uniform,ZORP,6,2,1,1,0
41292,validated_uniform,ZORP,6,2,2,2,1
41292,validated_uniform,ZORP,12,9,0,3,1
41292,validated_uniform,ZORP,8,2,0,0,1
41292,validated_uniform,ZORP,11,10,0,1,1
41292,validated_uniform,ZORP,13,5,0,2,1
41292,validated_uniform,ZORP,9,0,0,3,0
41292,validated_uniform,ZORP,9,0,1,0,0
41292,validated_uniform,ZORP,9,0,2,2,0
41292,validated_uniform,ZORP,9,0,3,1,1
41292,validated_uniform,ZORP,2,11,0,2,0
41292,validated_uniform,ZORP,2,11,1,0,0
41292,validated_uniform,ZORP,2,11,2,1,0
41292,validated_uniform,ZORP,2,11,3,2,0
41292,validated_uniform,ZORP,15,2,0,0,0
41292,validated_uniform,ZORP,15,2,1,2,0
41292,validated_uniform,ZORP,15,2,2,2,0
41292,validated_uniform,ZORP,15,2,3,3,0
41292,validated_uniform,ZORP,6,14,0,3,0
41292,validated_uniform,ZORP,6,14,1,0,0
41292,validated_uniform,ZORP,6,14,2,1,0
41292,validated_uniform,ZORP,6,14,3,1,0
41292,validated_uniform,ZORP,2,10,0,2,1
41292,validated_uniform,ZORP,8,1,0,1,0
41292,validated_uniform,ZORP,8,1,1,3,1
41292,validated_uniform,ZORP,3,9,0,3,0
41292,validated_uniform,ZORP,3,9,1,3,0
41292,validated_uniform,ZORP,3,9,2,2,0
41292,validated_uniform,ZORP,3,9,3,2,0
41292,validated_uniform,ZORP,7,15,0,1,0
41292,validated_uniform,ZORP,7,15,1,0,0
41292,validated_uniform,ZORP,7,15,2,3,0
41292,validated_uniform,ZORP,7,15,3,1,0
41292,validated_uniform,ZORP,6,6,0,3,0
41292,validated_uniform,ZORP,6,6,1,3,0
41292,validated_uniform,ZORP,6,6,2,3,0
41292,validated_uniform,ZORP,6,6,3,2,1
41292,validated_uniform,ZORP,14,13,0,2,0
41292,validated_uniform,ZORP,14,13,1,2,0
41292,validated_uniform,ZORP,14,13,2,2,0
41292,validated_uniform,ZORP,14,13,3,0,0
41292,validated_uniform,ZORP,6,13,0,2,0
41292,validated_uniform,ZORP,6,13,1,1,1
41292,validated_uniform,ZORP,6,8,0,1,0
41292,validated_uniform,ZORP,6,8,1,3,0
41292,validated_uniform,ZORP,6,8,2,3,0
41292,validated_uniform,ZORP,6,8,3,3,0
41292,validated_uniform,ZORP,2,6,0,1,0
41292,validated_uniform,ZORP,2,6,1,1,0
41292,validated_uniform,ZORP,2,6,2,0,0
41292,validated_uniform,ZORP,2,6,3,1,0
41292,validated_uniform,ZORP,14,6,0,0,0
41292,validated_uniform,ZORP,14,6,1,2,1
41292,validated_uniform,ZORP,3,12,0,2,0
41292,validated_uniform,ZORP,3,12,1,0,0
41292,validated_uniform,ZORP,3,12,2,0,0
41292,validated_uniform,ZORP,3,12,3,1,0
41292,validated_uniform,ZORP,12,3,0,2,0
41292,validated_uniform,ZORP,12,3,1,3,0
41292,validated_uniform,ZORP,12,3,2,3,0
41292,validated_uniform,ZORP,12,3,3,3,0
41292,validated_uniform,ZORP,4,11,0,2,0
41292,validated_uniform,ZORP,4,11,1,2,0
41292,validated_uniform,ZORP,4,11,2,2,0
41292,validated_uniform,ZORP,4,11,3,0,0
41292,validated_uniform,ZORP,10,5,0,3,0
41292,validated_uniform,ZORP,10,5,1,1,1
41292,validated_uniform,ZORP,2,9,0,2,0
41292,validated_uniform,ZORP,2,9,1,1,1
41292,validated_uniform,ZORP,4,14,0,0,1
41292,validated_uniform,ZORP,7,9,0,2,0
41292,validated_uniform,ZORP,7,9,1,2,0
41292,validated_uniform,ZORP,7,9,2,1,0
41292,validated_uniform,ZORP,7,9,3,1,0
41292,validated_uniform,ZORP,15,5,0,1,0
41292,validated_uniform,ZORP,15,5,1,3,0
41292,validated_uniform,ZORP,15,5,2,2,0
41292,validated_uniform,ZORP,15,5,3,2,0
41292,validated_uniform,ZORP,8,14,0,1,0
41292,validated_uniform,ZORP,8,14,1,0,1
41292,validated_uniform,ZORP,12,0,0,2,1
41292,validated_uniform,ZORP,4,12,0,3,0
41292,validated_uniform,ZORP,4,12,1,1,0
41292,validated_uniform,ZORP,4,12,2,2,1
41292,validated_uniform,ZORP,11,0,0,3,1
41292,validated_uniform,ZORP,0,15,0,1,1
41292,validated_uniform,ZORP,8,3,0,3,0
41292,validated_uniform,ZORP,8,3,1,0,0
41292,validated_uniform,ZORP,8,3,2,2,0
41292,validated_uniform,ZORP,8,3,3,3,0
41292,validated_uniform,ZORP,0,11,0,2,0
41292,validated_uniform,ZORP,0,11,1,2,0
41292,validated_uniform,ZORP,0,11,2,1,1
41292,validated_uniform,ZORP,3,13,0,2,0
41292,validated_uniform,ZORP,3,13,1,2,0
41292,validated_uniform,ZORP,3,13,2,2,0
41292,validated_uniform,ZORP,3,13,3,3,0
41292,validated_uniform,ZORP,3,15,0,1,0
41292,validated_uniform,ZORP,3,15,1,3,0
41292,validated_uniform,ZORP,3,15,2,3,0
41292,validated_uniform,ZORP,3,15,3,2,1
41292,validated_uniform,ZORP,14,14,0,1,0
41292,validated_uniform,ZORP,14,14,1,1,0
41292,validated_uniform,ZORP,14,14,2,3,0
41292,validated_uniform,ZORP,14,14,3,3,0
41292,validated_uniform,ZORP,3,0,0,1,0
41292,validated_uniform,ZORP,3,0,1,3,1
41292,validated_uniform,ZORP,4,10,0,1,0
41292,validated_uniform,ZORP,4,10,1,0,1
41292,validated_uniform,ZORP,0,6,0,0,1
41292,validated_uniform,ZORP,0,5,0,1,0
41292,validated_uniform,ZORP,0,5,1,2,0
41292,validated_uniform,ZORP,0,5,2,3,1
41292,validated_hard,ZORP,10,1,0,0,0
41292,validated_hard,ZORP,10,1,1,3,0
41292,validated_hard,ZORP,10,1,2,3,0
41292,validated_hard,ZORP,10,1,3,0,0
41292,validated_hard,ZORP,10,15,0,0,0
41292,validated_hard,ZORP,10,15,1,3,1
41292,validated_hard,ZORP,10,13,0,2,0
41292,validated_hard,ZORP,10,13,1,0,0
41292,validated_hard,ZORP,10,13,2,3,0
41292,validated_hard,ZORP,10,13,3,1,1
41292,validated_hard,ZORP,10,0,0,0,1
41292,validated_hard,ZORP,1,10,0,2,0
41292,validated_hard,ZORP,1,10,1,2,0
41292,validated_hard,ZORP,1,10,2,0,0
41292,validated_hard,ZORP,1,10,3,3,1
41292,validated_hard,ZORP,10,9,0,0,0
41292,validated_hard,ZORP,10,9,1,3,0
41292,validated_hard,ZORP,10,9,2,0,0
41292,validated_hard,ZORP,10,9,3,0,0
41292,validated_hard,ZORP,15,10,0,2,0
41292,validated_hard,ZORP,15,10,1,0,0
41292,validated_hard,ZORP,15,10,2,3,0
41292,validated_hard,ZORP,15,10,3,1,1
41292,validated_hard,ZORP,11,10,0,1,1
41292,validated_hard,ZORP,10,5,0,3,0
41292,validated_hard,ZORP,10,5,1,1,1
41292,validated_hard,ZORP,13,10,0,0,0
41292,validated_hard,ZORP,13,10,1,3,1
41292,validated_hard,ZORP,0,11,0,3,0
41292,validated_hard,ZORP,0,11,1,3,0
41292,validated_hard,ZORP,0,11,2,1,1
41292,validated_hard,ZORP,11,0,0,2,0
41292,validated_hard,ZORP,11,0,1,0,0
41292,validated_hard,ZORP,11,0,2,1,0
41292,validated_hard,ZORP,11,0,3,2,0
41292,validated_hard,ZORP,15,11,0,1,0
41292,validated_hard,ZORP,15,11,1,1,0
41292,validated_hard,ZORP,15,11,2,3,0
41292,validated_hard,ZORP,15,11,3,0,0
41292,validated_hard,ZORP,5,10,0,0,0
41292,validated_hard,ZORP,5,10,1,0,0
41292,validated_hard,ZORP,5,10,2,0,0
41292,validated_hard,ZORP,5,10,3,0,0
41292,validated_hard,ZORP,11,1,0,3,0
41292,validated_hard,ZORP,11,1,1,1,0
41292,validated_hard,ZORP,11,1,2,0,1
41292,validated_hard,ZORP,0,15,0,2,0
41292,validated_hard,ZORP,0,15,1,1,1
41292,validated_hard,ZORP,0,9,0,2,0
41292,validated_hard,ZORP,0,9,1,1,0
41292,validated_hard,ZORP,0,9,2,0,0
41292,validated_hard,ZORP,0,9,3,2,0
41292,validated_hard,ZORP,0,13,0,1,0
41292,validated_hard,ZORP,0,13,1,2,0
41292,validated_hard,ZORP,0,13,2,1,0
41292,validated_hard,ZORP,0,13,3,1,0
41292,validated_hard,ZORP,0,5,0,0,0
41292,validated_hard,ZORP,0,5,1,1,0
41292,validated_hard,ZORP,0,5,2,0,0
41292,validated_hard,ZORP,0,5,3,1,0
41292,validated_hard,ZORP,0,12,0,2,1
41292,validated_hard,ZORP,3,10,0,1,1
41292,validated_hard,ZORP,9,0,0,3,0
41292,validated_hard,ZORP,9,0,1,1,1
41292,validated_hard,ZORP,12,0,0,2,1
41292,validated_hard,ZORP,11,13,0,3,0
41292,validated_hard,ZORP,11,13,1,0,1
41292,validated_hard,ZORP,15,0,0,0,0
41292,validated_hard,ZORP,15,0,1,0,0
41292,validated_hard,ZORP,15,0,2,1,0
41292,validated_hard,ZORP,15,0,3,1,0
41292,validated_hard,ZORP,8,0,0,2,1
41292,validated_hard,ZORP,1,13,0,2,1
41292,validated_hard,ZORP,13,13,0,3,0
41292,validated_hard,ZORP,13,13,1,1,0
41292,validated_hard,ZORP,13,13,2,3,0
41292,validated_hard,ZORP,13,13,3,0,0
41292,validated_hard,ZORP,2,10,0,3,0
41292,validated_hard,ZORP,2,10,1,0,0
41292,validated_hard,ZORP,2,10,2,3,0
41292,validated_hard,ZORP,2,10,3,2,1
41292,validated_hard,ZORP,10,6,0,2,1
41292,validated_hard,ZORP,13,12,0,3,0
41292,validated_hard,ZORP,13,12,1,0,0
41292,validated_hard,ZORP,13,12,2,0,0
41292,validated_hard,ZORP,13,12,3,2,0
41292,validated_hard,ZORP,11,2,0,3,0
41292,validated_hard,ZORP,11,2,1,3,0
41292,validated_hard,ZORP,11,2,2,0,0
41292,validated_hard,ZORP,11,2,3,2,0
41292,validated_hard,ZORP,3,0,0,3,1
41292,validated_hard,ZORP,8,12,0,0,0
41292,validated_hard,ZORP,8,12,1,0,0
41292,validated_hard,ZORP,8,12,2,0,0
41292,validated_hard,ZORP,8,12,3,1,0
41292,validated_hard,ZORP,8,1,0,2,0
41292,validated_hard,ZORP,8,1,1,1,0
41292,validated_hard,ZORP,8,1,2,0,0
41292,validated_hard,ZORP,8,1,3,2,0
41292,validated_hard,ZORP,5,5,0,0,0
41292,validated_hard,ZORP,5,5,1,3,0
41292,validated_hard,ZORP,5,5,2,0,0
41292,validated_hard,ZORP,5,5,3,2,1
41292,validated_hard,ZORP,5,9,0,3,0
41292,validated_hard,ZORP,5,9,1,1,0
41292,validated_hard,ZORP,5,9,2,1,0
41292,validated_hard,ZORP,5,9,3,0,0
41292,validated_hard,ZORP,0,4,0,0,0
41292,validated_hard,ZORP,0,4,1,1,0
41292,validated_hard,ZORP,0,4,2,0,0
41292,validated_hard,ZORP,0,4,3,3,0
41292,validated_hard,ZORP,15,5,0,2,0
41292,validated_hard,ZORP,15,5,1,2,0
41292,validated_hard,ZORP,15,5,2,3,0
41292,validated_hard,ZORP,15,5,3,3,0
41292,validated_hard,ZORP,15,2,0,2,0
41292,validated_hard,ZORP,15,2,1,0,0
41292,validated_hard,ZORP,15,2,2,2,0
41292,validated_hard,ZORP,15,2,3,1,1
41292,validated_hard,ZORP,15,3,0,2,1
41292,validated_hard,ZORP,13,5,0,3,0
41292,validated_hard,ZORP,13,5,1,2,1
41292,validated_hard,ZORP,13,2,0,2,0
41292,validated_hard,ZORP,13,2,1,2,0
41292,validated_hard,ZORP,13,2,2,1,0
41292,validated_hard,ZORP,13,2,3,1,0
41292,validated_hard,ZORP,13,3,0,3,0
41292,validated_hard,ZORP,13,3,1,3,0
41292,validated_hard,ZORP,13,3,2,2,0
41292,validated_hard,ZORP,13,3,3,2,0
41292,validated_hard,ZORP,3,13,0,0,1
41292,validated_hard,ZORP,1,14,0,2,0
41292,validated_hard,ZORP,1,14,1,0,0
41292,validated_hard,ZORP,1,14,2,1,0
41292,validated_hard,ZORP,1,14,3,2,0
41292,validated_hard,ZORP,3,12,0,1,0
41292,validated_hard,ZORP,3,12,1,0,0
41292,validated_hard,ZORP,3,12,2,0,0
41292,validated_hard,ZORP,3,12,3,1,0
41292,validated_hard,ZORP,3,15,0,0,0
41292,validated_hard,ZORP,3,15,1,3,0
41292,validated_hard,ZORP,3,15,2,2,1
41292,validated_dream,ZORP,10,1,0,0,0
41292,validated_dream,ZORP,10,1,1,1,1
41292,validated_dream,ZORP,10,0,0,3,0
41292,validated_dream,ZORP,10,0,1,3,0
41292,validated_dream,ZORP,10,0,2,3,0
41292,validated_dream,ZORP,10,0,3,3,0
41292,validated_dream,ZORP,1,10,0,3,1
41292,validated_dream,ZORP,10,5,0,2,0
41292,validated_dream,ZORP,10,5,1,1,1
41292,validated_dream,ZORP,0,11,0,2,0
41292,validated_dream,ZORP,0,11,1,2,0
41292,validated_dream,ZORP,0,11,2,3,0
41292,validated_dream,ZORP,0,11,3,1,1
41292,validated_dream,ZORP,11,0,0,0,0
41292,validated_dream,ZORP,11,0,1,3,1
41292,validated_dream,ZORP,5,10,0,1,0
41292,validated_dream,ZORP,5,10,1,1,0
41292,validated_dream,ZORP,5,10,2,3,1
41292,validated_dream,ZORP,11,1,0,0,1
41292,validated_dream,ZORP,0,15,0,0,0
41292,validated_dream,ZORP,0,15,1,2,0
41292,validated_dream,ZORP,0,15,2,0,0
41292,validated_dream,ZORP,0,15,3,1,1
41292,validated_dream,ZORP,0,9,0,3,1
41292,validated_dream,ZORP,0,13,0,3,1
41292,validated_dream,ZORP,0,12,0,0,0
41292,validated_dream,ZORP,0,12,1,1,0
41292,validated_dream,ZORP,0,12,2,3,0
41292,validated_dream,ZORP,0,12,3,3,0
41292,validated_dream,ZORP,3,10,0,3,0
41292,validated_dream,ZORP,3,10,1,3,0
41292,validated_dream,ZORP,3,10,2,1,1
41292,validated_dream,ZORP,9,0,0,2,0
41292,validated_dream,ZORP,9,0,1,3,0
41292,validated_dream,ZORP,9,0,2,1,1
41292,validated_dream,ZORP,12,0,0,1,0
41292,validated_dream,ZORP,12,0,1,1,0
41292,validated_dream,ZORP,12,0,2,1,0
41292,validated_dream,ZORP,12,0,3,3,0
41292,validated_dream,ZORP,15,0,0,1,0
41292,validated_dream,ZORP,15,0,1,3,1
41292,validated_dream,ZORP,8,0,0,3,0
41292,validated_dream,ZORP,8,0,1,1,0
41292,validated_dream,ZORP,8,0,2,0,0
41292,validated_dream,ZORP,8,0,3,1,0
41292,validated_dream,ZORP,1,13,0,0,0
41292,validated_dream,ZORP,1,13,1,2,1
41292,validated_dream,ZORP,2,10,0,0,0
41292,validated_dream,ZORP,2,10,1,3,0
41292,validated_dream,ZORP,2,10,2,1,0
41292,validated_dream,ZORP,2,10,3,2,1
41292,validated_dream,ZORP,10,6,0,1,0
41292,validated_dream,ZORP,10,6,1,3,0
41292,validated_dream,ZORP,10,6,2,1,0
41292,validated_dream,ZORP,10,6,3,2,1
41292,validated_dream,ZORP,11,2,0,3,0
41292,validated_dream,ZORP,11,2,1,1,1
41292,validated_dream,ZORP,8,1,0,1,0
41292,validated_dream,ZORP,8,1,1,0,0
41292,validated_dream,ZORP,8,1,2,3,1
41292,validated_dream,ZORP,5,9,0,1,0
41292,validated_dream,ZORP,5,9,1,1,0
41292,validated_dream,ZORP,5,9,2,1,0
41292,validated_dream,ZORP,5,9,3,3,0
41292,validated_dream,ZORP,15,5,0,1,0
41292,validated_dream,ZORP,15,5,1,2,0
41292,validated_dream,ZORP,15,5,2,0,1
41292,validated_dream,ZORP,15,2,0,3,0
41292,validated_dream,ZORP,15,2,1,3,0
41292,validated_dream,ZORP,15,2,2,2,0
41292,validated_dream,ZORP,15,2,3,0,0
41292,validated_dream,ZORP,15,3,0,3,0
41292,validated_dream,ZORP,15,3,1,3,0
41292,validated_dream,ZORP,15,3,2,0,0
41292,validated_dream,ZORP,15,3,3,3,0
41292,validated_dream,ZORP,13,5,0,0,0
41292,validated_dream,ZORP,13,5,1,3,0
41292,validated_dream,ZORP,13,5,2,1,0
41292,validated_dream,ZORP,13,5,3,3,0
41292,validated_dream,ZORP,13,2,0,3,1
41292,validated_dream,ZORP,13,3,0,1,0
41292,validated_dream,ZORP,13,3,1,3,0
41292,validated_dream,ZORP,13,3,2,3,0
41292,validated_dream,ZORP,13,3,3,1,0
41292,validated_dream,ZORP,3,13,0,2,0
41292,validated_dream,ZORP,3,13,1,0,1
41292,validated_dream,ZORP,1,14,0,3,1
41292,validated_dream,ZORP,3,12,0,0,0
41292,validated_dream,ZORP,3,12,1,3,1
41292,validated_dream,ZORP,3,15,0,3,0
41292,validated_dream,ZORP,3,15,1,0,0
41292,validated_dream,ZORP,3,15,2,3,0
41292,validated_dream,ZORP,3,15,3,1,0
